instance_folder,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations
j10,1,proactive_quantile_0.9,600,False,inf,0.06585097312927246,inf,"[0, 0, 0, 1, 1, 11, 15, 15, 25, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 1, 1, 12, 11, 3, 6, 9, 7, 3, 8, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 1, 1, 12, 11, 3, 6, 9, 7, 3, 8, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
j10,1,stnu,600,True,18,0.45556211471557617,0.00797891616821289,"[0, 0, 0, 2, 1, 2, 5, 5, 11, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]","""[0, 1, 1, 1, 1, 3, 3, 1, 7, 3, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,False,inf,0.07679390907287598,inf,"[0, 0, 0, 1, 1, 11, 15, 15, 25, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 2, 2, 9, 12, 6, 10, 7, 12, 3, 8, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 2, 2, 9, 12, 6, 10, 7, 12, 3, 8, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
j10,1,stnu,600,True,21,0.5704736709594727,0.008975028991699219,"[0, 0, 0, 4, 2, 4, 10, 10, 16, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]","""[0, 2, 2, 1, 2, 6, 3, 1, 5, 3, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,False,inf,0.07097554206848145,inf,"[0, 0, 0, 1, 1, 11, 15, 15, 25, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 1, 2, 8, 11, 4, 13, 7, 9, 5, 5, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 1, 2, 8, 11, 4, 13, 7, 9, 5, 5, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
j10,1,stnu,600,True,21,0.44513583183288574,0.007978677749633789,"[0, 0, 0, 4, 2, 4, 8, 8, 15, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]","""[0, 1, 2, 2, 2, 4, 7, 3, 6, 5, 3, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,False,inf,0.06080341339111328,inf,"[0, 0, 0, 2, 1, 2, 6, 6, 11, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 2, 2, 2, 1, 6, 7, 1, 9, 3, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 2, 2, 2, 1, 6, 7, 1, 9, 3, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
j10,1,stnu,600,True,25,0.421630859375,0.00797891616821289,"[0, 0, 0, 3, 2, 3, 9, 9, 16, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25]","""[0, 2, 2, 2, 1, 6, 7, 1, 9, 3, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,False,inf,0.058895111083984375,inf,"[0, 0, 0, 1, 1, 11, 15, 15, 25, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 1, 2, 10, 13, 3, 10, 5, 9, 6, 5, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 1, 2, 10, 13, 3, 10, 5, 9, 6, 5, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
j10,1,stnu,600,True,22,0.44295740127563477,0.007990837097167969,"[0, 0, 0, 4, 2, 4, 7, 7, 13, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]","""[0, 1, 2, 1, 2, 3, 2, 1, 9, 6, 5, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,False,inf,0.05336928367614746,inf,"[0, 0, 0, 2, 1, 2, 6, 6, 11, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 2, 1, 2, 1, 6, 4, 3, 4, 6, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 2, 1, 2, 1, 6, 4, 3, 4, 6, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
j10,1,stnu,600,True,19,0.4433438777923584,0.008963584899902344,"[0, 0, 0, 3, 2, 3, 9, 9, 15, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]","""[0, 2, 1, 2, 1, 6, 4, 3, 4, 6, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,False,inf,0.06013035774230957,inf,"[0, 0, 0, 2, 1, 2, 6, 6, 11, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[0, 1, 1, 1, 2, 2, 5, 1, 8, 5, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,reactive,600,False,inf,inf,inf,null,"[0, 1, 1, 1, 2, 2, 5, 1, 8, 5, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"
