instance_folder,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations
j10,1,proactive_quantile_0.9,600,True,0,0.07161927223205566,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  1  3  6  2  6  9  1  2  6  2  6  6  2  4  4  3  7 13  3  1  9  4  8\n 11  3  3  3  5  4  7 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.5679106712341309,inf,[],"""[0, 4, 1, 2, 8, 3, 8, 2, 8, 5, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.04578042030334473,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  1  6  7  1  4 11  1  3  6  1 10 12  1  1  3  3  7  8  1  3  9  5  5\n  7  3  6  4  6  5  3 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,True,66,0.4267141819000244,0.007970809936523438,"[0, 0, 0, 0, 1, 2, 5, 5, 10, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]","""[0, 1, 1, 1, 1, 3, 5, 2, 7, 5, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.06311345100402832,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  2  4  1  6 13  2  2  8  2  6 11  3  2  3  5  5 11  1  1  4  5  7\n 11  3  4  4  4  6  3 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.5180850028991699,inf,[],"""[0, 1, 7, 10, 8, 3, 8, 7, 8, 3, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.054669857025146484,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  6  6  1  5  8  1  1  8  1 10  6  4  2  3  2  5  9  3  1  4  6  9\n  9  4  2  3  2  8  4 70 66 45 53 53 46 36 35 30  0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.07661604881286621,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  6  8  2  7  8  2  2  9  1  5  7  1  2  5  3  5 10  2  1  9  7  7\n  9  3  2  2  2  4  6 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.44253063201904297,inf,[],"""[0, 4, 7, 1, 8, 3, 8, 2, 9, 5, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.04781699180603027,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  1  6  7  2  8 11  1  3  7  2  7 11  1  4  2  6  8  6  2  2  9  5  9\n 11  2  2  2  5  7  3 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.4006938934326172,inf,[],"""[0, 6, 1, 2, 8, 4, 10, 7, 8, 3, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.04679417610168457,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  3  6  2  6  7  2  1  9  2  9  9  1  1  6  7  8  7  3  3  9  4  5\n  7  3  4  2  5  4  6 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.40145421028137207,inf,[],"""[0, 4, 1, 1, 8, 3, 10, 7, 8, 3, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.04693245887756348,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  5  5  2  8 10  2  2  7  2  8 10  2  1  4  3  5 12  1  2  6  4  8\n 12  1  6  4  3  6  8 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.40063047409057617,inf,[],"""[0, 4, 1, 10, 8, 3, 8, 3, 8, 5, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.047464609146118164,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  4  6  2  9 13  2  1 13  1  6 10  2  4  3  7  9 11  3  3  8  8 10\n 12  1  4  5  5  6  6 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,True,66,0.4076237678527832,0.00797891616821289,"[0, 0, 0, 0, 1, 2, 5, 5, 13, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]","""[0, 1, 1, 2, 1, 3, 8, 2, 8, 5, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.05623197555541992,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  1  5  5  2  5 10  1  3 12  1 10 13  2  4  4  3 10 13  3  3  4  8  9\n  7  2  2  5  2  8  8 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,True,66,0.6322517395019531,0.01795196533203125,"[0, 0, 0, 0, 1, 2, 5, 5, 12, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]","""[0, 1, 1, 1, 1, 3, 5, 7, 8, 4, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.04574322700500488,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  1  3  5  1  5 12  2  3 11  2  8  7  1  3  4  6 10 12  1  3  4  6  9\n  9  1  2  4  2  3  4 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,True,66,0.4781942367553711,0.008975744247436523,"[0, 0, 0, 0, 1, 2, 5, 5, 12, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21]","""[0, 1, 1, 1, 1, 3, 5, 7, 9, 3, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
j10,1,proactive_quantile_0.9,600,True,0,0.05475735664367676,0.0,"[0, 0, 4, 0, 5, 13, 16, 16, 21, 19, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]","""[ 0  2  6  5  1  6  8  1  2  8  2  8  6  1  4  5  3  9 13  3  1  8  9  8\n  8  4  3  6  3  4  7 70 66 45 53 53 46 36 35 30  0]"""
j10,1,stnu,600,False,inf,0.41750669479370117,inf,[],"""[0, 6, 1, 2, 10, 3, 8, 2, 9, 3, 6, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]"""
