instance_folder,noise_factor,method,time_limit,feasibility,obj,time_offline,time_online,start_times,real_durations
j10,2,stnu,600,True,66,0.42893552780151367,0.007978439331054688,[0, 0, 0, 0, 1, 2, 5, 5, 10, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17],[0, 1, 1, 1, 1, 3, 5, 3, 7, 4, 4, 70, 66, 45, 53, 53, 46, 36, 35, 30, 0]
