ID;Enzyme;SKU EoF;Batch ID;Year;Month;Fermenter;MF (%);Chroma (%);Stab (%);Granulation (%);Fermentation sequence;Start date;Month required
1;MXB;13106;15;2024;July;V218;0;0;1;0;3;;July
