1,22500,3000,1.000000000,0,4.000000000,0,0.000000000
2,22500,3000,1.000000000,0,4.000000000,0,0.000000000
3,11000,1500,1.000000000,0,4.000000000,0,0.000000000
4,11000,1500,1.000000000,1.300000000,0,0,5.400000000
5,11000,1500,1.000000000,1.300000000,0,0,5.400000000
6,11000,1500,1.000000000,1.300000000,0,0,5.400000000
7,22000,2500,1.000000000,1.700000000,0,0,6.600000000
8,5500,1500,1.000000000,0,4.000000000,0,0.000000000
9,44000,6000,1.000000000,1.800000000,0,0,7.200000000
10,22500,3000,1.000000000,1.700000000,0,0,6.600000000
11,22500,3000,1.000000000,1.700000000,0,0,6.600000000
12,22500,3000,1.000000000,1.600000000,0,0,6.300000000
13,22500,3000,1.000000000,1.600000000,0,0,6.300000000
14,22500,3000,1.000000000,1.600000000,0,0,6.300000000
15,24000,3000,1.000000000,1.600000000,0,0,6.300000000
16,33000,3000,1.000000000,2.800000000,0,0,11.400000000
17,5500,1500,1.000000000,1.200000000,0,0,4.700000000
18,5500,1500,1.000000000,1.200000000,0,0,4.700000000
19,11000,2000,1.000000000,1.600000000,0,0,6.300000000
