1,4589,1,2022,7,3,0,0,0,0,0,1,0,7,0
2,21132,2,2022,7,2,0,0,0,0,0,2,0,7,0
3,4740,3,2022,7,5,0,0,100,0,0,3,0,7,0
4,13133,4,2022,7,4,0,0,0,0,0,4,0,7,0
5,24455,5,2022,7,1,0,0,0,0,0,5,0,7,0
6,4631,6,2022,7,3,100,0,100,0,0,6,0,7,0
7,15015,7,2022,7,2,0,0,0,0,0,7,0,7,0
8,4681,8,2022,7,4,0,0,0,0,0,8,0,7,0
9,17272,9,2022,7,1,0,0,0,0,0,9,0,7,0
10,4589,10,2022,7,3,0,0,0,0,0,10,0,7,0
11,4564,11,2022,7,2,0,0,100,0,0,11,0,7,0
12,11901,12,2022,7,4,0,0,100,0,0,12,0,8,0
13,25004,13,2022,7,1,100,0,0,0,0,13,0,8,0
14,4584,14,2022,7,3,0,0,100,0,0,14,0,8,0
15,20348,15,2022,7,1,0,0,100,0,0,15,0,8,0
16,10996,16,2022,7,1,0,0,0,0,0,16,0,8,0
17,4778,17,2022,7,4,0,0,0,0,0,18,0,8,0
18,4631,18,2022,7,2,100,0,100,0,0,19,0,8,0
19,13133,19,2022,7,3,0,0,0,0,0,20,0,8,0
20,14469,20,2022,7,1,100,0,100,0,0,21,0,8,0
21,4778,21,2022,7,4,0,0,0,0,0,22,0,8,0
22,17235,22,2022,7,3,0,0,100,0,0,24,0,8,0
23,17235,23,2022,7,2,0,0,100,0,0,25,0,8,0
24,17235,24,2022,7,3,0,0,100,0,0,27,0,8,0
25,10996,25,2022,7,1,0,0,0,0,0,28,0,8,0
26,11901,26,2022,7,4,0,0,100,0,0,26,0,8,0
27,27115,27,2022,7,1,0,0,0,0,0,29,0,8,0
28,4625,28,2022,7,2,0,0,100,0,0,30,0,8,0
29,4631,29,2022,7,3,100,0,100,0,0,31,0,8,0
30,21132,30,2022,7,2,0,0,0,0,0,33,0,8,0
31,10998,31,2022,7,1,0,0,0,0,0,34,0,8,0
