1,10530,10535,0,2,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
2,10532,10535,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
3,10993,10998,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
4,11010,10996,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
5,11375,11901,0,2,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
6,11470,4584,0,1,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
7,11905,11901,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
8,12073,11901,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
9,13065,13962,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
10,13102,13106,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
11,13136,13133,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
12,13140,13106,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
13,14011,10996,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
14,14825,4631,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
15,14912,4631,1,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
16,14915,25004,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
17,14932,14123,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
18,15024,15015,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
19,15255,15253,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
20,15256,15253,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
21,15536,15532,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
22,15537,15532,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
96,109930,109980,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
23,17237,17235,0,1,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
24,17241,17235,0,1,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
25,17276,17272,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
26,17291,17235,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
27,17516,10998,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
28,17930,14469,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
29,19765,14469,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
30,19767,14469,1,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
31,20343,4778,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
32,20353,20348,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
33,20355,20348,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
34,20634,17510,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
35,20635,17510,1,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
36,20656,17235,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
37,20906,4692,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
38,21136,21132,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
39,21138,21132,0,1,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
40,21139,21132,0,1,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
41,21708,21704,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
42,21721,4629,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
43,22961,4584,0,1,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
44,23129,99992,0,1,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
45,23133,99992,0,1,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
46,23136,99991,0,1,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
47,23138,99991,0,1,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
48,23322,20322,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
49,23890,23888,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
50,23893,23888,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
51,24478,24455,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
52,24733,24736,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
53,24734,24736,1,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
54,25067,25063,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
55,4552,4550,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
56,4557,4555,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
57,4560,4558,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
58,4566,4564,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
59,4567,4564,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
60,4582,4580,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
61,4586,4584,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
62,4591,4589,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
63,4594,10244,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
64,4613,4611,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
65,4616,4614,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
66,4627,4625,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
67,4630,4629,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
68,4637,4635,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
69,4645,4643,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
70,4668,4625,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
71,4683,4681,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
72,4690,4614,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
73,4725,10244,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
74,4727,4584,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
75,4730,4555,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
76,4742,4740,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
77,4758,4740,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
78,4764,4762,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
79,4781,4778,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
80,4783,4580,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
81,5119,4635,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
82,8283,4550,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
83,8822,4778,0,2,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
84,9084,9082,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
85,9085,9082,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
86,9172,4643,0,2,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
87,9591,4614,0,2,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
88,9935,9938,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
89,9936,9938,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
90,9975,9973,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
91,9976,9973,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
92,26708,26696,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
93,26777,26773,1,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
94,27119,27115,0,0,0,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
95,27120,27115,0,0,1,5000.000000000,8.000000000,168.000000000,0,8.000000000,72.000000000
