4589,1,2022,7,3,0,0,0,0,0,1,0,7,1,1
21132,2,2022,7,2,0,0,0,0,0,2,0,7,2,2
4740,3,2022,7,5,0,0,100,0,0,3,0,7,3,3
13133,4,2022,7,4,0,0,0,0,0,4,0,7,4,4
24455,5,2022,7,1,0,0,0,0,0,5,0,7,5,5
4631,6,2022,7,3,100,0,100,0,0,6,0,7,6,6
15015,7,2022,7,2,0,0,0,0,0,7,0,7,7,7
4681,8,2022,7,4,0,0,0,0,0,8,0,7,8,8
17272,9,2022,7,1,0,0,0,0,0,9,0,7,9,9
4589,10,2022,7,3,0,0,0,0,0,10,0,7,10,10
4564,11,2022,7,2,0,0,100,0,0,11,0,7,11,11
11901,12,2022,7,4,0,0,100,0,0,12,0,8,12,12
25004,13,2022,7,1,100,0,0,0,0,13,0,8,13,13
4584,14,2022,7,3,0,0,100,0,0,14,0,8,14,14
20348,15,2022,7,1,0,0,100,0,0,15,0,8,15,15
4631,18,2022,7,2,100,0,100,0,0,19,0,8,18,18
10996,16,2022,7,1,0,0,0,0,0,16,0,8,16,16
4589,33,2022,7,3,0,0,0,0,0,17,0,8,33,33
4778,17,2022,7,4,0,0,0,0,0,18,0,8,17,17
4625,28,2022,7,2,0,0,100,0,0,30,0,8,28,28
13133,19,2022,7,3,0,0,0,0,0,20,0,8,19,19
14469,20,2022,7,1,100,0,100,0,0,21,0,8,20,20
4778,21,2022,7,4,0,0,0,0,0,22,0,8,21,21
26773,73,2022,7,5,100,0,0,0,0,23,0,10,73,73
17235,22,2022,7,3,0,0,100,0,0,24,0,8,22,22
17235,23,2022,7,2,0,0,100,0,0,25,0,8,23,23
11901,26,2022,7,4,0,0,100,0,0,26,0,8,26,26
17235,24,2022,7,3,0,0,100,0,0,27,0,8,24,24
10996,25,2022,7,1,0,0,0,0,0,28,0,8,25,25
21132,30,2022,7,2,0,0,0,0,0,33,0,8,30,30
27115,27,2022,7,1,0,0,0,0,0,29,0,8,27,27
4631,29,2022,7,3,100,0,100,0,0,31,0,8,29,29
9973,32,2022,7,4,0,0,0,0,0,32,0,8,32,32
4635,39,2022,7,2,0,0,100,0,0,37,0,9,39,39
10998,31,2022,7,1,0,0,0,0,0,34,0,8,31,31
11901,54,2022,7,4,0,0,100,0,0,35,0,9,54,54
4589,48,2022,7,3,0,0,0,0,0,36,0,9,48,48
4564,40,2022,7,2,0,0,100,0,0,38,0,9,40,40
17235,49,2022,7,3,0,0,100,0,0,39,0,9,49,49
9973,53,2022,7,4,0,0,50,50,0,40,0,9,53,53
20322,41,2022,7,2,0,0,0,0,0,42,0,9,41,41
17235,50,2022,7,3,0,0,100,0,0,41,0,9,50,50
10996,34,2022,7,1,0,0,0,0,0,43,0,9,34,34
4631,42,2022,7,2,100,0,100,0,0,46,0,9,42,42
4614,51,2022,7,3,0,0,100,0,0,44,0,9,51,51
11901,55,2022,7,4,0,0,100,0,0,45,0,9,55,55
10998,35,2022,7,1,0,0,0,0,0,47,0,9,35,35
4643,44,2022,7,2,0,0,0,0,0,51,0,9,44,44
9973,47,2022,7,3,0,0,0,0,0,48,0,9,47,47
4611,70,2022,7,4,0,0,0,0,0,49,0,10,70,70
4740,74,2022,7,5,0,0,0,0,0,50,0,10,74,74
13133,52,2022,7,3,0,0,0,0,0,52,0,9,52,52
24455,36,2022,7,1,0,0,0,0,0,53,0,9,36,36
4584,56,2022,7,4,0,0,100,0,0,54,0,9,56,56
17510,64,2022,7,3,100,0,100,0,0,55,0,10,64,64
21132,62,2022,7,2,0,0,0,0,0,57,0,10,62,62
4625,45,2022,7,2,0,0,100,0,0,60,0,9,45,45
11901,71,2022,7,4,0,0,100,0,0,56,0,10,71,71
4589,66,2022,7,3,0,0,0,0,0,58,0,10,66,66
