1,4589,1,2022,7,3,0.0,0.0,0.0,0,0,4,0.0,7,0,3027
2,21132,2,2022,7,2,0.0,0.0,0.0,0,0,6,0.0,7,0,3027
3,4740,3,2022,7,5,0.0,0.0,100.0,0,0,10,0.0,7,0,3027
4,13133,4,2022,7,4,0.0,0.0,0.0,0,0,5,0.0,7,0,3027
5,24455,5,2022,7,1,0.0,0.0,0.0,0,0,3,0.0,7,0,3027
6,4631,6,2022,7,3,100.0,0.0,100.0,0,0,1,0.0,7,0,3027
7,15015,7,2022,7,2,0.0,0.0,0.0,0,0,2,0.0,7,0,3027
8,4681,8,2022,7,4,0.0,0.0,0.0,0,0,7,0.0,7,0,3027
9,17272,9,2022,7,1,0.0,0.0,0.0,0,0,8,0.0,7,0,3027
10,4589,10,2022,7,3,0.0,0.0,0.0,0,0,9,0.0,7,0,3027
11,4564,11,2022,7,2,0.0,0.0,100.0,0,0,11,0.0,7,0,3027
12,11901,12,2022,7,4,0.0,0.0,100.0,0,0,12,0.0,8,0,3027
13,25004,13,2022,7,1,100.0,0.0,0.0,0,0,33,0.0,8,0,3027
14,4584,14,2022,7,3,0.0,0.0,100.0,0,0,14,0.0,8,0,3027
15,20348,15,2022,7,1,0.0,0.0,100.0,0,0,22,0.0,8,0,3027
16,10996,16,2022,7,1,0.0,0.0,0.0,0,0,30,0.0,8,0,3027
17,4778,17,2022,7,4,0.0,0.0,0.0,0,0,17,0.0,8,0,3027
18,4631,18,2022,7,2,100.0,0.0,100.0,0,0,23,0.0,8,0,3027
19,13133,19,2022,7,3,0.0,0.0,0.0,0,0,18,0.0,8,0,3027
20,14469,20,2022,7,1,100.0,0.0,100.0,0,0,19,0.0,8,0,3027
21,4778,21,2022,7,4,0.0,0.0,0.0,0,0,32,0.0,8,0,3027
22,17235,22,2022,7,3,0.0,0.0,100.0,0,0,29,0.0,8,0,3027
23,17235,23,2022,7,2,0.0,0.0,100.0,0,0,26,0.0,8,0,3027
24,17235,24,2022,7,3,0.0,0.0,100.0,0,0,13,0.0,8,0,3027
25,10996,25,2022,7,1,0.0,0.0,0.0,0,0,28,0.0,8,0,3027
26,11901,26,2022,7,4,0.0,0.0,100.0,0,0,27,0.0,8,0,3027
27,27115,27,2022,7,1,0.0,0.0,0.0,0,0,16,0.0,8,0,3027
28,4625,28,2022,7,2,0.0,0.0,100.0,0,0,15,0.0,8,0,3027
29,4631,29,2022,7,3,100.0,0.0,100.0,0,0,20,0.0,8,0,3027
30,21132,30,2022,7,2,0.0,0.0,0.0,0,0,21,0.0,8,0,3027
31,10998,31,2022,7,1,0.0,0.0,0.0,0,0,31,0.0,8,0,3027
32,9973,32,2022,7,4,0.0,0.0,0.0,0,0,24,0.0,8,0,3027
33,4589,33,2022,7,3,0.0,0.0,0.0,0,0,25,0.0,8,0,3027
34,10996,34,2022,7,1,0.0,0.0,0.0,0,0,42,0.0,9,0,3027
35,10998,35,2022,7,1,0.0,0.0,0.0,0,0,51,0.0,9,0,3027
36,24455,36,2022,7,1,0.0,0.0,0.0,0,0,35,0.0,9,0,3027
37,23888,37,2022,7,1,0.0,0.0,100.0,0,0,54,0.0,9,0,3027
38,9938,38,2022,7,1,0.0,0.0,100.0,0,0,38,0.0,9,0,3027
39,4635,39,2022,7,2,0.0,0.0,100.0,0,0,50,0.0,9,0,3027
40,4564,40,2022,7,2,0.0,0.0,100.0,0,0,56,0.0,9,0,3027
41,20322,41,2022,7,2,0.0,0.0,0.0,0,0,47,0.0,9,0,3027
42,4631,42,2022,7,2,100.0,0.0,100.0,0,0,44,0.0,9,0,3027
43,4631,43,2022,7,2,100.0,0.0,100.0,0,0,37,0.0,9,0,3027
44,4643,44,2022,7,2,0.0,0.0,0.0,0,0,41,0.0,9,0,3027
45,4625,45,2022,7,2,0.0,0.0,100.0,0,0,34,0.0,9,0,3027
46,4625,46,2022,7,2,0.0,0.0,0.0,0,0,46,0.0,9,0,3027
47,9973,47,2022,7,3,0.0,0.0,0.0,0,0,52,0.0,9,0,3027
48,4589,48,2022,7,3,0.0,0.0,0.0,0,0,36,0.0,9,0,3027
49,17235,49,2022,7,3,0.0,0.0,100.0,0,0,55,0.0,9,0,3027
50,17235,50,2022,7,3,0.0,0.0,100.0,0,0,48,0.0,9,0,3027
51,4614,51,2022,7,3,0.0,0.0,100.0,0,0,40,0.0,9,0,3027
52,13133,52,2022,7,3,0.0,0.0,0.0,0,0,43,0.0,9,0,3027
53,9973,53,2022,7,4,0.0,0.0,50.0,50,0,53,0.0,9,0,3027
54,11901,54,2022,7,4,0.0,0.0,100.0,0,0,39,0.0,9,0,3027
55,11901,55,2022,7,4,0.0,0.0,100.0,0,0,49,0.0,9,0,3027
56,4584,56,2022,7,4,0.0,0.0,100.0,0,0,45,0.0,9,0,3027
57,14469,57,2022,7,1,100.0,0.0,100.0,0,0,58,0.0,10,0,3027
58,17272,58,2022,7,1,0.0,0.0,0.0,0,0,74,0.0,10,0,3027
59,10996,59,2022,7,1,0.0,0.0,0.0,0,0,62,0.0,10,0,3027
60,10996,60,2022,7,1,0.0,0.0,0.0,0,0,69,0.0,10,0,3027
61,10998,61,2022,7,1,0.0,0.0,0.0,0,0,71,0.0,10,0,3027
62,21132,62,2022,7,2,0.0,0.0,0.0,0,0,70,0.0,10,0,3027
63,4631,63,2022,7,2,100.0,0.0,100.0,0,0,63,0.0,10,0,3027
64,17510,64,2022,7,3,100.0,0.0,100.0,0,0,61,0.0,10,0,3027
65,26696,65,2022,7,3,100.0,0.0,0.0,0,0,68,0.0,10,0,3027
66,4589,66,2022,7,3,0.0,0.0,0.0,0,0,72,0.0,10,0,3027
67,17235,67,2022,7,3,0.0,0.0,100.0,0,0,65,0.0,10,0,3027
68,17235,68,2022,7,3,0.0,0.0,100.0,0,0,57,0.0,10,0,3027
69,13133,69,2022,7,3,0.0,0.0,0.0,0,0,66,0.0,10,0,3027
70,4611,70,2022,7,4,0.0,0.0,0.0,0,0,73,0.0,10,0,3027
71,11901,71,2022,7,4,0.0,0.0,100.0,0,0,67,0.0,10,0,3027
72,4584,72,2022,7,4,0.0,0.0,100.0,0,0,59,0.0,10,0,3027
73,26773,73,2022,7,5,100.0,0.0,0.0,0,0,64,0.0,10,0,3027
74,4740,74,2022,7,5,0.0,0.0,0.0,0,0,60,0.0,10,0,3027
75,10244,75,2022,7,3,0.0,0.0,0.0,0,0,94,0.0,11,0,3027
76,10244,76,2022,7,3,0.0,0.0,100.0,0,0,78,0.0,11,0,3027
77,24455,77,2022,7,1,0.0,0.0,0.0,0,0,81,0.0,11,0,3027
78,25004,78,2022,7,1,100.0,0.0,0.0,0,0,98,0.0,11,0,3027
79,10996,79,2022,7,1,0.0,0.0,0.0,0,0,101,0.0,11,0,3027
80,17272,80,2022,7,1,0.0,0.0,0.0,0,0,93,0.0,11,0,3027
81,15015,81,2022,7,2,0.0,0.0,0.0,0,0,84,0.0,11,0,3027
82,4564,82,2022,7,2,0.0,0.0,100.0,0,0,92,0.0,11,0,3027
83,20322,83,2022,7,2,0.0,0.0,0.0,0,0,86,0.0,11,0,3027
84,10998,84,2022,7,2,0.0,0.0,0.0,0,0,75,0.0,11,0,3027
85,15015,85,2022,7,2,0.0,0.0,0.0,0,0,99,0.0,11,0,3027
86,4762,86,2022,7,2,0.0,0.0,100.0,0,0,102,0.0,11,0,3027
87,4635,87,2022,7,2,0.0,0.0,100.0,0,0,83,0.0,11,0,3027
88,4631,88,2022,7,2,100.0,0.0,100.0,0,0,96,0.0,11,0,3027
89,4631,89,2022,7,2,100.0,0.0,100.0,0,0,91,0.0,11,0,3027
90,4625,90,2022,7,2,0.0,0.0,100.0,0,0,88,0.0,11,0,3027
91,4589,91,2022,7,3,0.0,0.0,0.0,0,0,100,0.0,11,0,3027
92,4589,92,2022,7,3,0.0,0.0,0.0,0,0,82,0.0,11,0,3027
93,17235,93,2022,7,3,0.0,0.0,100.0,0,0,79,0.0,11,0,3027
94,17235,94,2022,7,3,0.0,0.0,100.0,0,0,90,0.0,11,0,3027
95,10244,95,2022,7,3,0.0,0.0,0.0,0,0,85,0.0,11,0,3027
96,13133,96,2022,7,3,0.0,0.0,0.0,0,0,103,0.0,11,0,3027
97,13133,97,2022,7,3,0.0,0.0,0.0,0,0,77,0.0,11,0,3027
98,4681,98,2022,7,4,0.0,0.0,0.0,0,0,87,0.0,11,0,3027
99,14469,99,2022,7,4,100.0,0.0,100.0,0,0,76,0.0,11,0,3027
100,11901,100,2022,7,4,0.0,0.0,100.0,0,0,89,0.0,11,0,3027
101,4611,101,2022,7,4,0.0,0.0,0.0,0,0,95,0.0,11,0,3027
