1,10244,3,8000.000000000,174400,1395.200000000,10.000000000,65.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,1,0.000000000,0.000000000,0,97200,77200,0,0
2,10244,1,8000.000000000,80000,640.000000000,10.000000000,65.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,1,0.000000000,0.000000000,0,80000,0,0,0
3,10535,1,397.100000000,125000,49.637500000,14.000000000,148.000000000,0.000000000,6.000000000,5,12000,45,70,85,110,135,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,60000,60000,65000,0,0
4,10535,5,397.100000000,52000,20.649200000,14.000000000,0.000000000,0.000000000,6.000000000,3,10000,45,104,140,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,30000,52000,0,0,0
5,10996,4,1688.300000000,154000,259.998200000,16.000000000,60.000000000,0.000000000,17.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,77000,77000,0,0
6,10996,1,1688.300000000,70000,118.181000000,16.000000000,60.000000000,0.000000000,17.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
7,10996,3,1688.300000000,154000,259.998200000,16.000000000,60.000000000,0.000000000,17.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,77000,77000,0,0
8,10998,1,2403.900000000,104000,250.005600000,12.000000000,87.000000000,0.000000000,15.000000000,6,10000,15,25,50,56,65,75,0,0,0,0,0.000000000,0,0.000000000,0.000000000,60000,60000,44000,0,0
9,10998,2,2403.900000000,144000,346.161600000,12.000000000,87.000000000,0.000000000,15.000000000,7,12000,18,28,38,48,58,70,82,0,0,0,0.000000000,0,0.000000000,0.000000000,84000,84000,60000,0,0
10,11901,1,2.000000000,91750,0.183500000,12.000000000,137.000000000,0.000000000,12.000000000,4,12000,60,80,100,120,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,48000,48000,43750,0,0
11,11901,4,2.000000000,200000,0.400000000,12.000000000,130.000000000,0.000000000,15.000000000,4,20000,60,80,100,120,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,80000,80000,120000,0,0
12,13106,4,1372.000000000,130000,178.360000000,16.000000000,127.000000000,0.000000000,7.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
13,13106,1,1372.000000000,55000,75.460000000,16.000000000,130.000000000,0.000000000,15.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
14,13106,3,1372.000000000,130000,178.360000000,16.000000000,127.000000000,0.000000000,7.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
15,13133,1,7247.100000000,72000,521.791200000,10.000000000,90.000000000,0.000000000,7.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
16,13133,4,7247.100000000,151000,1094.312100000,10.000000000,86.000000000,0.000000000,10.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,75500,75500,0,0
17,13133,3,7247.100000000,151000,1094.312100000,10.000000000,86.000000000,0.000000000,10.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,75500,75500,0,0
18,13962,1,3950.600000000,60000,237.036000000,13.000000000,36.000000000,0.000000000,10.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
19,13962,2,3950.600000000,81000,319.998600000,13.000000000,36.000000000,0.000000000,10.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
20,14123,1,273.000000000,60000,16.380000000,15.000000000,80.000000000,0.000000000,9.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
21,14469,1,650.000000000,70000,45.500000000,12.000000000,110.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
22,14469,4,650.000000000,166000,107.900000000,12.000000000,110.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,83000,83000,0,0
23,14624,1,7857.000000000,70000,549.990000000,53.000000000,48.000000000,0.000000000,40.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
24,15015,1,1500.000000000,100000,150.000000000,11.000000000,90.000000000,0.000000000,17.000000000,6,10000,20,32,44,56,68,80,0,0,0,0,0.000000000,0,0.000000000,0.000000000,60000,60000,40000,0,0
25,15015,2,1500.000000000,154000,231.000000000,11.000000000,95.000000000,0.000000000,17.000000000,7,12000,18,28,38,48,58,70,80,0,0,0,0.000000000,0,0.000000000,0.000000000,84000,48000,36000,70000,0
26,15253,1,1545.500000000,143000,221.006500000,9.000000000,165.000000000,0.000000000,15.000000000,5,12000,60,80,105,130,155,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,60000,60000,83000,0,0
27,15253,5,1545.500000000,54000,83.457000000,15.000000000,0.000000000,0.000000000,15.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
28,15532,1,3611.000000000,72000,259.992000000,12.000000000,90.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
29,17235,2,3888.900000000,90000,350.001000000,11.000000000,68.000000000,0.000000000,23.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
30,17235,3,3888.900000000,140000,544.446000000,11.000000000,68.000000000,0.000000000,23.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,84000,56000,0,0
31,17272,1,633.500000000,77000,48.779500000,9.000000000,48.000000000,0.000000000,18.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,1,0.000000000,0.000000000,0,77000,0,0,0
32,17510,3,400.000000000,200000,80.000000000,12.000000000,96.000000000,0.000000000,11.000000000,4,20000,30,46,62,80,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,80000,80000,120000,0,0
33,17510,1,400.000000000,92000,36.800000000,11.000000000,96.000000000,0.000000000,9.000000000,4,10000,22,35,50,66,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,40000,40000,52000,0,0
34,20322,2,5741.400000000,87000,499.501800000,15.000000000,38.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
35,20322,5,5741.400000000,25000,143.535000000,15.000000000,0.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
36,20348,1,745.000000000,66000,49.170000000,10.000000000,48.000000000,0.000000000,18.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
37,21132,2,3255.000000000,90000,292.950000000,11.000000000,68.000000000,0.000000000,23.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
38,21704,2,1641.000000000,93000,152.613000000,80.000000000,56.000000000,0.000000000,47.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
39,23888,1,41500.000000000,75000,3112.500000000,10.000000000,64.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
40,23888,5,41500.000000000,42000,1743.000000000,10.000000000,64.000000000,0.000000000,8.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
41,24455,1,829.000000000,102000,84.558000000,12.000000000,90.000000000,0.000000000,15.000000000,6,10000,20,32,44,56,65,75,0,0,0,0,0.000000000,0,0.000000000,0.000000000,60000,60000,42000,0,0
42,24736,3,460.000000000,200000,92.000000000,11.000000000,96.000000000,0.000000000,11.000000000,4,20000,30,46,64,80,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,80000,80000,120000,0,0
43,24736,2,460.000000000,128440,59.082400000,11.000000000,96.000000000,0.000000000,11.000000000,4,13000,30,46,62,80,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,52000,52000,76440,0,0
44,25004,1,1.100000000,72000,0.079200000,12.000000000,65.000000000,0.000000000,15.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
45,25063,1,250.000000000,60000,15.000000000,53.000000000,72.000000000,0.000000000,15.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
46,26696,1,848.000000000,61200,51.897600000,12.000000000,118.000000000,0.000000000,15.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
47,26773,1,56.000000000,73000,4.088000000,12.000000000,120.000000000,0.000000000,15.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,0,0,0,0,0
48,4550,1,385.000000000,95000,36.575000000,15.000000000,105.000000000,0.000000000,15.000000000,3,10000,60,80,100,0,0,0,0,0,0,0,0.000000000,0,8.000000000,0.000000000,30000,30000,65000,0,0
49,4550,4,385.000000000,206000,79.310000000,15.000000000,105.000000000,0.000000000,11.000000000,3,22000,60,80,100,0,0,0,0,0,0,0,0.000000000,0,8.000000000,0.000000000,66000,66000,70000,70000,0
50,4555,1,800.000000000,164000,131.200000000,8.000000000,150.000000000,0.000000000,8.000000000,9,11000,50,60,70,80,90,100,110,120,130,0,0.000000000,0,0.000000000,0.000000000,99000,99000,65000,0,0
51,4555,2,800.000000000,222170,177.736000000,8.000000000,150.000000000,0.000000000,8.000000000,9,16000,50,60,70,80,90,100,110,120,130,0,0.000000000,0,0.000000000,0.000000000,144000,144000,78170,0,0
52,4555,4,800.000000000,357500,286.000000000,14.000000000,144.000000000,0.000000000,8.000000000,9,24000,50,60,70,80,90,100,110,120,130,0,0.000000000,0,0.000000000,0.000000000,216000,96000,120000,141500,0
53,4558,1,151.500000000,175000,26.512500000,14.000000000,144.000000000,0.000000000,6.000000000,10,10000,48,58,68,78,88,98,108,118,128,138,0.000000000,0,0.000000000,0.000000000,100000,100000,75000,0,0
54,4564,2,48570.000000000,105000,5099.850000000,12.000000000,70.000000000,0.000000000,10.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,8.000000000,0,0,0,0,0
55,4580,1,9338.000000000,100000,933.800000000,15.000000000,76.000000000,0.000000000,7.000000000,2,22000,60,70,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,8.000000000,44000,44000,56000,0,0
56,4584,3,521.800000000,344000,179.499200000,13.000000000,92.000000000,0.000000000,7.000000000,8,26000,32,40,48,56,64,72,80,88,0,0,0.000000000,0,0.000000000,0.000000000,208000,104000,104000,136000,0
57,4584,4,521.800000000,344000,179.499200000,13.000000000,92.000000000,0.000000000,7.000000000,8,26000,32,40,48,56,64,72,80,88,0,0,0.000000000,0,0.000000000,0.000000000,208000,104000,104000,136000,0
58,4589,3,1439.000000000,205000,294.995000000,13.000000000,110.000000000,0.000000000,23.000000000,2,25000,77,88,0,0,0,0,0,0,0,0,0.000000000,0,0.000000000,0.000000000,50000,50000,155000,0,0
